,z_subj,a_subj,t_subj,v_Intercept_subj,v_STA_SAI_Score_subj
0,0.6064532487973775,1.857533312881463,0.5730838486869576,2.188907696373458,-0.022084858479886425
1,0.6428738729627559,1.693372319968635,0.576544725464223,1.8303269619886051,-0.04257807300627104
2,0.6742909129337079,1.7426543418059324,0.6814655046056237,1.614926630889049,-0.05000143495521358
3,0.46420076598987126,1.4230871190120344,0.6961666205610564,1.9776489501917343,-0.03911610172708356
4,0.6803742594561291,1.3987769923334257,0.42433242611535077,2.447596375634594,-0.009914827454937965
5,0.7289883352236702,1.5891847723549448,0.5522429847822894,1.9229421075585142,-0.03263566056009771
6,0.7415763379322757,1.4913618855684798,0.4901080383103928,2.128928799842006,-0.024872023521999923
7,0.5532047817789626,2.330311434539761,0.5247567149673105,2.2101760312161076,-0.027246300663639044
8,0.7228709496629878,1.188473616963697,0.5024654830970222,1.8218938891289314,-0.036310086077073825
9,0.6359762048940992,1.4814654420273774,0.5036477538899689,1.7968473346594855,-0.038310382831037146
10,0.6588010204076729,1.761673484581524,0.3707691592402724,2.1602403147336138,-0.01945658248805448
11,0.633885172453915,1.7856603028293925,0.6977830732142224,1.7598681103229241,-0.04903735188215939
12,0.7316705663951723,1.499626410694886,0.7553412617628922,2.2705123415542627,-0.02561095197223878
13,0.5284006850471039,1.6870943982636102,0.8759244679829686,2.0797269090618604,-0.030398888920218865
14,0.33518809516507453,1.3108757752307478,0.6351973666897784,1.7875971460550226,-0.045588433411964814
15,0.6121580415403298,1.5587406634372751,0.5971797552402762,2.216345590660035,-0.024466744699014747
16,0.5045584071201131,1.3050706871251736,0.5867501478866628,1.800120207815686,-0.04012458939733596
17,0.6434017191466794,1.928236965722372,0.6091769764921817,1.9600653421594625,-0.03247627164251783
18,0.6652278746989112,1.1545736047802657,0.6644093971049431,1.730924920342434,-0.04983181341223536
19,0.6554817822557968,1.2593178416383919,0.5587071280811692,2.0342733657021803,-0.0301699317889032
20,0.5914504853138157,1.6898403651179943,0.5334734651513181,1.9000563679185112,-0.031021784901144333
21,0.6896833784143175,1.4331280152171952,0.46444019144363347,1.7777144538473888,-0.04247257619677216
22,0.5006291890962672,2.333104715362985,0.3862003892082988,2.3513069227663475,-0.006338527070111406
23,0.5577768162296514,1.3230028818988722,0.6030214380187269,1.7922262583750161,-0.038566044024693824
24,0.36124822308824095,1.5308775240369796,0.30296763899481083,0.8908294501004924,-0.08694429109961464
25,0.6628890877336577,1.581911828564121,0.5793605256704439,1.9803608342181427,-0.031063903361818645
26,0.5744025627892895,1.2298648780315167,0.6230576452224525,1.8522287966579216,-0.03922059626088454
27,0.6197033162321216,1.6586709612295083,0.5407653060074634,1.9054456694379716,-0.040865932599381774
28,0.6309442675714267,1.9025276075943836,0.47778105779905344,2.1418138611432522,-0.027126363671357883
29,0.5899004948128561,1.534583770615774,0.509092134126429,2.057470529320761,-0.035466651971554686
30,0.5473595714280147,1.6389838437627817,0.5320128615392594,1.9520897176325513,-0.038320011282624585
